pipeline_id,feature_set_id,features,classifier_key,classifier_name,classifier_config_index,classifier_config,extractor_keys,extractor_config_indices,extractor_configs,train_time_sec,inference_time_sec,accuracy,precision,recall,f1,y_pred,y_true
89,F3_overlap_only,jaccard_unigram|jaccard_bigram,gradient_boosting,Gradient Boosting,1,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 3, 'random_state': 42}",jaccard_overlap,0,{'tokenizer': 'whitespace'},48.51671740000893,0.49252650000562426,0.7097215695004411,0.6004449294828744,0.638915563098774,0.6190831683382562,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
660,F11_char_embed,char_tfidf_cos|embed_cos,gradient_boosting,Gradient Boosting,0,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 3, 'random_state': 42}",char_tfidf_cos|embed_cos,2|0,"{'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'embed_model': 'fasttext', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",68.69904989999486,0.20454410000820644,0.704898299075746,0.5918071304525487,0.6468657183054557,0.6181127566044983,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
609,F11_char_embed,char_tfidf_cos|embed_cos,gradient_boosting,Gradient Boosting,1,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 3, 'random_state': 42}",char_tfidf_cos|embed_cos,0|2,"{'analyzer': 'char', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': False}|{'embed_model': 'word2vec', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",133.83678539999528,0.3980485999927623,0.6943860430219232,0.5739547372458765,0.6683043390875187,0.6175466110876092,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
350,F8_all_non_embed,word_tfidf_cos|char_tfidf_cos|jaccard_unigram|jaccard_bigram|len_features,knn,KNN,0,{'n_neighbors': 5},word_tfidf_cos|char_tfidf_cos|jaccard_overlap|length_features,1|0|0|0,"{'analyzer': 'word', 'ngram_range': [1, 1], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'analyzer': 'char', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': False}|{'tokenizer': 'whitespace'}|{'out_prefix': 'len'}",0.6007136999978684,16.05288859999564,0.7141655742165277,0.6103026203826937,0.6246678130373613,0.6174016686531585,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
661,F11_char_embed,char_tfidf_cos|embed_cos,gradient_boosting,Gradient Boosting,1,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 3, 'random_state': 42}",char_tfidf_cos|embed_cos,2|0,"{'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'embed_model': 'fasttext', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",134.41380850000132,0.3962683999998262,0.7045932375275173,0.5919759937517984,0.6432032872551866,0.616527351150022,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
608,F11_char_embed,char_tfidf_cos|embed_cos,gradient_boosting,Gradient Boosting,0,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 3, 'random_state': 42}",char_tfidf_cos|embed_cos,0|2,"{'analyzer': 'char', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': False}|{'embed_model': 'word2vec', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",68.58909449999919,0.19919020000088494,0.6941799203542012,0.5741372991532125,0.6647089037271936,0.6161122725673243,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
607,F11_char_embed,char_tfidf_cos|embed_cos,random_forest,Random Forest,1,"{'n_estimators': 400, 'max_depth': 16, 'random_state': 42, 'n_jobs': -1}",char_tfidf_cos|embed_cos,0|2,"{'analyzer': 'char', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': False}|{'embed_model': 'word2vec', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",37.2950708999997,0.8581888999906369,0.6932812255229333,0.5726948313572005,0.6666071149422721,0.6160927131814945,[1 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
286,F7_char_overlap,char_tfidf_cos|jaccard_unigram|jaccard_bigram,knn,KNN,1,{'n_neighbors': 15},char_tfidf_cos|jaccard_overlap,1|0,"{'analyzer': 'char', 'ngram_range': [4, 6], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'tokenizer': 'whitespace'}",0.2605314999964321,5.2328304999973625,0.7114117753757616,0.6060343144697742,0.6239531923446259,0.6148632292423142,[1 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
671,F11_char_embed,char_tfidf_cos|embed_cos,random_forest,Random Forest,0,"{'n_estimators': 200, 'max_depth': 12, 'random_state': 42, 'n_jobs': -1}",char_tfidf_cos|embed_cos,2|1,"{'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'embed_model': 'fasttext', 'vector_size': 200, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",15.011096300004283,0.2941314999916358,0.7027463784247281,0.5895121250666776,0.6416847182831238,0.6144930015718395,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
672,F11_char_embed,char_tfidf_cos|embed_cos,random_forest,Random Forest,1,"{'n_estimators': 400, 'max_depth': 16, 'random_state': 42, 'n_jobs': -1}",char_tfidf_cos|embed_cos,2|1,"{'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'embed_model': 'fasttext', 'vector_size': 200, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",37.73760380000749,0.9261139999871375,0.7021857247685243,0.5886908420405654,0.6416847182831238,0.6140465225614121,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
673,F11_char_embed,char_tfidf_cos|embed_cos,gradient_boosting,Gradient Boosting,0,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 3, 'random_state': 42}",char_tfidf_cos|embed_cos,2|1,"{'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'embed_model': 'fasttext', 'vector_size': 200, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",69.28283419999934,0.20723140001064166,0.7032080932004254,0.5908244735862326,0.6378882958529668,0.613455033557047,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
247,F6_word_overlap,word_tfidf_cos|jaccard_unigram|jaccard_bigram,knn,KNN,1,{'n_neighbors': 15},word_tfidf_cos|jaccard_overlap,1|0,"{'analyzer': 'word', 'ngram_range': [1, 1], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'tokenizer': 'whitespace'}",0.25875969999469817,5.637801299992134,0.7103069578767717,0.6045991973099034,0.6223676276826191,0.613354754935405,[1 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
363,F8_all_non_embed,word_tfidf_cos|char_tfidf_cos|jaccard_unigram|jaccard_bigram|len_features,knn,KNN,0,{'n_neighbors': 5},word_tfidf_cos|char_tfidf_cos|jaccard_overlap|length_features,1|1|0|0,"{'analyzer': 'word', 'ngram_range': [1, 1], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'analyzer': 'char', 'ngram_range': [4, 6], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'tokenizer': 'whitespace'}|{'out_prefix': 'len'}",0.6015736999979708,16.266250899992883,0.7108758564396844,0.6060262008733625,0.619844123361397,0.6128572848011128,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
674,F11_char_embed,char_tfidf_cos|embed_cos,gradient_boosting,Gradient Boosting,1,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 3, 'random_state': 42}",char_tfidf_cos|embed_cos,2|1,"{'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'embed_model': 'fasttext', 'vector_size': 200, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",134.80808940000134,0.3834768999950029,0.7034389505882741,0.5918358837509903,0.6339578820429219,0.6121731629737452,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
580,F11_char_embed,char_tfidf_cos|embed_cos,random_forest,Random Forest,0,"{'n_estimators': 200, 'max_depth': 12, 'random_state': 42, 'n_jobs': -1}",char_tfidf_cos|embed_cos,0|0,"{'analyzer': 'char', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': False}|{'embed_model': 'fasttext', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",15.255216399993515,0.2891493999923114,0.6951363295324313,0.5777857527364076,0.6471783648585274,0.610516558523637,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
76,F2_char_only,char_tfidf_cos,gradient_boosting,Gradient Boosting,1,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 3, 'random_state': 42}",char_tfidf_cos,2,"{'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}",102.32821110000077,0.40414319999399595,0.6875675051736789,0.5662312176539623,0.6572500502467674,0.6083550374137005,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
75,F2_char_only,char_tfidf_cos,gradient_boosting,Gradient Boosting,0,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 3, 'random_state': 42}",char_tfidf_cos,2,"{'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}",52.56668500001251,0.23903810000047088,0.6874685662931724,0.5661081507415886,0.6571830545568235,0.6082553068353279,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
190,F5_word_char,word_tfidf_cos|char_tfidf_cos,random_forest,Random Forest,0,"{'n_estimators': 200, 'max_depth': 12, 'random_state': 42, 'n_jobs': -1}",word_tfidf_cos|char_tfidf_cos,2|0,"{'analyzer': 'word', 'ngram_range': [1, 3], 'min_df': 2, 'max_df': 0.9, 'sublinear_tf': True}|{'analyzer': 'char', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': False}",14.895346499994048,0.3062402999930782,0.7133823080791841,0.6144685714285715,0.6003483775877085,0.6073264128138802,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
192,F5_word_char,word_tfidf_cos|char_tfidf_cos,gradient_boosting,Gradient Boosting,0,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 3, 'random_state': 42}",word_tfidf_cos|char_tfidf_cos,2|0,"{'analyzer': 'word', 'ngram_range': [1, 3], 'min_df': 2, 'max_df': 0.9, 'sublinear_tf': True}|{'analyzer': 'char', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': False}",67.31807850000041,0.2436656999925617,0.71414908440311,0.6163103757737534,0.5981151879229103,0.6070764767215195,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
1002,F12_full,word_tfidf_cos|char_tfidf_cos|jaccard_unigram|jaccard_bigram|len_features|embed_cos,logistic,Logistic Regression,0,"{'C': 1.0, 'max_iter': 2000, 'random_state': 42}",word_tfidf_cos|char_tfidf_cos|jaccard_overlap|length_features|embed_cos,2|2|0|0|0,"{'analyzer': 'word', 'ngram_range': [1, 3], 'min_df': 2, 'max_df': 0.9, 'sublinear_tf': True}|{'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'tokenizer': 'whitespace'}|{'out_prefix': 'len'}|{'embed_model': 'fasttext', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",0.6782049000030383,0.024887599996873178,0.7281984054350426,0.6510343416779605,0.5685700886576297,0.6070142812865079,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
645,F11_char_embed,char_tfidf_cos|embed_cos,random_forest,Random Forest,0,"{'n_estimators': 200, 'max_depth': 12, 'random_state': 42, 'n_jobs': -1}",char_tfidf_cos|embed_cos,1|2,"{'analyzer': 'char', 'ngram_range': [4, 6], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'embed_model': 'word2vec', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",15.184098700003233,0.32290259998990223,0.690601630842547,0.5715300104538551,0.6470890372719355,0.6069670500010473,[1 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
1003,F12_full,word_tfidf_cos|char_tfidf_cos|jaccard_unigram|jaccard_bigram|len_features|embed_cos,logistic,Logistic Regression,1,"{'C': 3.0, 'max_iter': 2000, 'random_state': 42}",word_tfidf_cos|char_tfidf_cos|jaccard_overlap|length_features|embed_cos,2|2|0|0|0,"{'analyzer': 'word', 'ngram_range': [1, 3], 'min_df': 2, 'max_df': 0.9, 'sublinear_tf': True}|{'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'tokenizer': 'whitespace'}|{'out_prefix': 'len'}|{'embed_model': 'fasttext', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",0.6158152999996673,0.01783499999146443,0.7281571809014981,0.6510283433950681,0.5683467696911498,0.6068843819675453,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
1004,F12_full,word_tfidf_cos|char_tfidf_cos|jaccard_unigram|jaccard_bigram|len_features|embed_cos,logistic,Logistic Regression,2,"{'C': 10.0, 'max_iter': 2000, 'random_state': 42}",word_tfidf_cos|char_tfidf_cos|jaccard_overlap|length_features|embed_cos,2|2|0|0|0,"{'analyzer': 'word', 'ngram_range': [1, 3], 'min_df': 2, 'max_df': 0.9, 'sublinear_tf': True}|{'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'tokenizer': 'whitespace'}|{'out_prefix': 'len'}|{'embed_model': 'fasttext', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",0.6445871000032639,0.015429100007168017,0.7281489359947892,0.6510194162339157,0.5683244377945019,0.6068677715512102,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
193,F5_word_char,word_tfidf_cos|char_tfidf_cos,gradient_boosting,Gradient Boosting,1,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 3, 'random_state': 42}",word_tfidf_cos|char_tfidf_cos,2|0,"{'analyzer': 'word', 'ngram_range': [1, 3], 'min_df': 2, 'max_df': 0.9, 'sublinear_tf': True}|{'analyzer': 'char', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': False}",131.86001660001057,0.47185270000773016,0.7137203492542482,0.6156375761756928,0.5978472051631345,0.6066119822351128,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
582,F11_char_embed,char_tfidf_cos|embed_cos,gradient_boosting,Gradient Boosting,0,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 3, 'random_state': 42}",char_tfidf_cos|embed_cos,0|0,"{'analyzer': 'char', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': False}|{'embed_model': 'fasttext', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",68.84427699999651,0.22902349999640137,0.6961751877777503,0.5813180727339856,0.6329082829004667,0.6060171919770774,[1 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
234,F6_word_overlap,word_tfidf_cos|jaccard_unigram|jaccard_bigram,knn,KNN,1,{'n_neighbors': 15},word_tfidf_cos|jaccard_overlap,0|0,"{'analyzer': 'word', 'ngram_range': [1, 2], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': False}|{'tokenizer': 'whitespace'}",0.24357209999288898,5.455430100002559,0.7051126666501768,0.5980932065039942,0.61361352419661,0.6057539682539682,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
1005,F12_full,word_tfidf_cos|char_tfidf_cos|jaccard_unigram|jaccard_bigram|len_features|embed_cos,linear_svm,Linear SVM,0,"{'C': 1.0, 'random_state': 42}",word_tfidf_cos|char_tfidf_cos|jaccard_overlap|length_features|embed_cos,2|2|0|0|0,"{'analyzer': 'word', 'ngram_range': [1, 3], 'min_df': 2, 'max_df': 0.9, 'sublinear_tf': True}|{'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'tokenizer': 'whitespace'}|{'out_prefix': 'len'}|{'embed_model': 'fasttext', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",0.9600995999935549,0.020533999995677732,0.7274893434580788,0.6508373421140637,0.5649969851939525,0.6048869124468034,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
1006,F12_full,word_tfidf_cos|char_tfidf_cos|jaccard_unigram|jaccard_bigram|len_features|embed_cos,linear_svm,Linear SVM,1,"{'C': 3.0, 'random_state': 42}",word_tfidf_cos|char_tfidf_cos|jaccard_overlap|length_features|embed_cos,2|2|0|0|0,"{'analyzer': 'word', 'ngram_range': [1, 3], 'min_df': 2, 'max_df': 0.9, 'sublinear_tf': True}|{'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'tokenizer': 'whitespace'}|{'out_prefix': 'len'}|{'embed_model': 'fasttext', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",0.8911262000037823,0.019572599994717166,0.7274893434580788,0.6508373421140637,0.5649969851939525,0.6048869124468034,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
191,F5_word_char,word_tfidf_cos|char_tfidf_cos,random_forest,Random Forest,1,"{'n_estimators': 400, 'max_depth': 16, 'random_state': 42, 'n_jobs': -1}",word_tfidf_cos|char_tfidf_cos,2|0,"{'analyzer': 'word', 'ngram_range': [1, 3], 'min_df': 2, 'max_df': 0.9, 'sublinear_tf': True}|{'analyzer': 'char', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': False}",35.970625699992524,0.9375137000024552,0.7120136535655099,0.6130987920819363,0.5962169767078318,0.6045400509482026,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
583,F11_char_embed,char_tfidf_cos|embed_cos,gradient_boosting,Gradient Boosting,1,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 3, 'random_state': 42}",char_tfidf_cos|embed_cos,0|0,"{'analyzer': 'char', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': False}|{'embed_model': 'fasttext', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",136.4601616,0.44906890000856947,0.6958701262295217,0.5816199892441981,0.6279506018446147,0.6038979865771812,[1 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
593,F11_char_embed,char_tfidf_cos|embed_cos,random_forest,Random Forest,0,"{'n_estimators': 200, 'max_depth': 12, 'random_state': 42, 'n_jobs': -1}",char_tfidf_cos|embed_cos,0|1,"{'analyzer': 'char', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': False}|{'embed_model': 'fasttext', 'vector_size': 200, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",15.297016799988342,0.29388050000125077,0.6950786151854692,0.5802553016265184,0.6293798432300856,0.6038200730591651,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
581,F11_char_embed,char_tfidf_cos|embed_cos,random_forest,Random Forest,1,"{'n_estimators': 400, 'max_depth': 16, 'random_state': 42, 'n_jobs': -1}",char_tfidf_cos|embed_cos,0|0,"{'analyzer': 'char', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': False}|{'embed_model': 'fasttext', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",37.551086399995256,0.8560175000020536,0.6935368176309085,0.577590602247466,0.6324616449675071,0.6037820321494052,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
647,F11_char_embed,char_tfidf_cos|embed_cos,gradient_boosting,Gradient Boosting,0,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 3, 'random_state': 42}",char_tfidf_cos|embed_cos,1|2,"{'analyzer': 'char', 'ngram_range': [4, 6], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'embed_model': 'word2vec', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",67.0196336999943,0.2135195000009844,0.6912612233792574,0.5738513908191835,0.6362357355010161,0.6034354944612712,[1 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
73,F2_char_only,char_tfidf_cos,random_forest,Random Forest,0,"{'n_estimators': 200, 'max_depth': 12, 'random_state': 42, 'n_jobs': -1}",char_tfidf_cos,2,"{'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}",20.00495810000575,0.2906898000073852,0.6878808116286165,0.5683132363679422,0.6430916277719466,0.603394447354636,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
925,F12_full,word_tfidf_cos|char_tfidf_cos|jaccard_unigram|jaccard_bigram|len_features|embed_cos,logistic,Logistic Regression,1,"{'C': 3.0, 'max_iter': 2000, 'random_state': 42}",word_tfidf_cos|char_tfidf_cos|jaccard_overlap|length_features|embed_cos,2|0|0|0|0,"{'analyzer': 'word', 'ngram_range': [1, 3], 'min_df': 2, 'max_df': 0.9, 'sublinear_tf': True}|{'analyzer': 'char', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': False}|{'tokenizer': 'whitespace'}|{'out_prefix': 'len'}|{'embed_model': 'fasttext', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",0.42600739999033976,0.014957999999751337,0.7267802814811151,0.6504666132409586,0.5619151834565309,0.6029570343389806,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
926,F12_full,word_tfidf_cos|char_tfidf_cos|jaccard_unigram|jaccard_bigram|len_features|embed_cos,logistic,Logistic Regression,2,"{'C': 10.0, 'max_iter': 2000, 'random_state': 42}",word_tfidf_cos|char_tfidf_cos|jaccard_overlap|length_features|embed_cos,2|0|0|0|0,"{'analyzer': 'word', 'ngram_range': [1, 3], 'min_df': 2, 'max_df': 0.9, 'sublinear_tf': True}|{'analyzer': 'char', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': False}|{'tokenizer': 'whitespace'}|{'out_prefix': 'len'}|{'embed_model': 'fasttext', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",0.4545786999951815,0.013007700006710365,0.7267802814811151,0.6504666132409586,0.5619151834565309,0.6029570343389806,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
924,F12_full,word_tfidf_cos|char_tfidf_cos|jaccard_unigram|jaccard_bigram|len_features|embed_cos,logistic,Logistic Regression,0,"{'C': 1.0, 'max_iter': 2000, 'random_state': 42}",word_tfidf_cos|char_tfidf_cos|jaccard_overlap|length_features|embed_cos,2|0|0|0|0,"{'analyzer': 'word', 'ngram_range': [1, 3], 'min_df': 2, 'max_df': 0.9, 'sublinear_tf': True}|{'analyzer': 'char', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': False}|{'tokenizer': 'whitespace'}|{'out_prefix': 'len'}|{'embed_model': 'fasttext', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",0.4526915999886114,0.011406300007365644,0.7267720365744061,0.6504575771676749,0.561892851559883,0.6029402954673441,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
1028,F12_full,word_tfidf_cos|char_tfidf_cos|jaccard_unigram|jaccard_bigram|len_features|embed_cos,logistic,Logistic Regression,0,"{'C': 1.0, 'max_iter': 2000, 'random_state': 42}",word_tfidf_cos|char_tfidf_cos|jaccard_overlap|length_features|embed_cos,2|2|0|0|2,"{'analyzer': 'word', 'ngram_range': [1, 3], 'min_df': 2, 'max_df': 0.9, 'sublinear_tf': True}|{'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'tokenizer': 'whitespace'}|{'out_prefix': 'len'}|{'embed_model': 'word2vec', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",1.0809280999965267,0.07032810000237077,0.7271760370031413,0.6518722552815529,0.5602179593112843,0.6025798083159184,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
1029,F12_full,word_tfidf_cos|char_tfidf_cos|jaccard_unigram|jaccard_bigram|len_features|embed_cos,logistic,Logistic Regression,1,"{'C': 3.0, 'max_iter': 2000, 'random_state': 42}",word_tfidf_cos|char_tfidf_cos|jaccard_overlap|length_features|embed_cos,2|2|0|0|2,"{'analyzer': 'word', 'ngram_range': [1, 3], 'min_df': 2, 'max_df': 0.9, 'sublinear_tf': True}|{'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 2, 'max_df': 0.95, 'sublinear_tf': True}|{'tokenizer': 'whitespace'}|{'out_prefix': 'len'}|{'embed_model': 'word2vec', 'vector_size': 100, 'window': 5, 'min_count': 3, 'sg': 1, 'negative': 10, 'epochs': 8, 'idf_min_df': 2}",0.5068689000036102,0.016136999998707324,0.7271677920964325,0.6518553164951668,0.5602179593112843,0.6025725712501351,[0 1 0 ... 0 0 0],[1 0 0 ... 0 0 0]
